probe	sgd_id	sys_name	symbol	90	105	120	135	150	165	180	195	210	225	240	255	270	285	300	315	330	345
1769308_at	S000001717	YKR009C	FOX2	1360.92200088784	1422.19112789768	1236.50050423137	1283.49312567481	1185.62577848899	1493.00788682483	1598.64884033085	1843.30601704469	1917.28821991573	2150.07027396181	2156.31297706471	2469.04778425892	2349.6050709588	2383.61782195538	2573.73150509908	2926.52850960193	3007.74626068422	3569.35913609235
1769311_at	S000002316	YDL157C	YDL157C	5105.60354866093	6262.33919411486	7019.97579192861	7436.25120253873	7637.02798305622	7461.5226987953	7235.5649206074	6610.09116744114	6147.19037187721	5796.62257178456	5565.45879059391	5685.52606209004	5495.10680252104	5532.84748580585	5702.4450860844	5837.83090081171	5568.43756776041	5316.57561394899
1769312_at	S000000861	YER059W	PCL6	1485.30241346458	1417.37854970202	1498.73518368322	1387.84988974762	1756.41989418294	1548.18957168334	1720.96650363804	1324.58798359392	1257.64463021931	1203.09126807063	1202.99988515104	1191.23193571389	1117.25818434968	940.54357833291	1003.090845649	886.113275983637	878.802841833088	864.97393120797
1769313_at	S000003027	YGL059W	PKP2	522.668065969662	585.933336108347	515.518732645665	590.451165032651	694.619693267317	614.081351377207	719.065695574548	629.674695832854	614.383297481608	603.88379089525	581.581613083199	578.752492233449	634.110237099891	600.329358789161	557.562637691587	555.859025987707	522.710101664641	575.072701565262
1769314_at	S000002889	YDR481C	PHO8	2396.74118824255	2403.43495268398	2523.16498378297	2735.65038151272	2428.66900768421	3256.13553381285	2584.23650992376	3140.8303016355	3319.77688048951	3550.52641492533	3568.01584814101	4009.43764008578	3996.08646522281	4548.20222410932	4866.53282741221	5169.04195099972	5235.05107173442	5541.30320024611
1769317_at	S000004581	YML113W	DAT1	1104.11890263697	869.091851376642	725.615285369778	762.528767564779	1218.80505388033	689.969246799536	1298.75137115308	723.144648387382	744.689942592938	810.841418044421	763.458359043257	753.884130510766	1273.32106122146	646.121934431365	662.481154263572	719.622458145401	711.492910207328	782.633778426552
1769319_at	S000001419	YIL157C	COA1	2282.01108523227	3070.63421739345	3366.88812337794	3221.18615463046	2458.09799100507	3552.70095134716	2800.59955528316	3670.94749006861	3606.57672642782	3647.19643143299	3511.36544464523	3545.51086755431	3728.24869342583	3703.84710753952	3627.88552104023	4323.7134159841	4129.63085334411	4090.88832272802
1769320_at	S000006207	YPR003C	YPR003C	592.392406288928	517.20122525185	481.014625589193	546.538446449731	452.59041434765	613.929394586416	502.700265502017	680.503435280819	656.111963470181	652.707374710873	637.882523561873	692.771726237688	501.552649203859	678.564761690175	684.608866204135	715.822332771323	749.999941805534	795.997367996196
1769321_at	S000005357	YNR074C	AIF1	2778.82847891325	2618.6394609308	2938.93683301529	2926.74336740775	2239.71576796196	2770.74596765394	2086.91159186726	2345.27099342055	2353.90506807226	2245.60585808989	2161.37531476286	2333.12385425646	1703.47883491822	1797.52816877349	1892.83301831691	1926.07780697515	1890.72342038947	2183.03453598483
1769323_at	S000001495	YKL012W	PRP40	2160.90526426234	1875.68633818548	2082.05773582614	1720.75783273517	2259.60037676627	2027.8224834078	2489.36134610469	2064.59726811367	1911.05063114002	2124.03829253385	2065.6667104922	2196.86685989545	1968.2270309491	1638.09650834475	1748.01834419171	1708.95250678089	1624.67260688976	1695.49621201088
1769324_at	S000003683	YJL147C	YJL147C	890.827437319923	878.071065058195	712.037908268461	739.310032320002	730.086730463417	643.675898301024	677.559623628086	653.149796555437	646.207510995977	594.953817129658	649.438632724319	606.319277086246	676.131298832323	623.538594918301	616.646801156931	579.820820305251	587.465269941772	550.61049118909
