gene_ID,0,12,24,36,48,60,72,84,96,108,120,132,144,156,168,180
YJL147C,734.1283080000003,864.1760692,921.3446277999999,837.3604626,816.22561,1000.560274,848.2201344,752.6555742,801.785352,702.2843896,742.0588312000001,786.824237,790.0048912999997,765.6648991000003,692.2118861,667.9156087
RRI1,458.21778770000003,645.1389680999997,460.59939929999996,453.8867485,439.1186482,415.32143060000004,397.4611831,455.7391125,475.74431619999996,495.5938842,485.5684101,499.7465391,516.5739769999999,514.0110393,494.0498415,516.7452412
YNL320W,3633.2820049999996,4868.8471439999985,4504.07631,4316.0903979999985,4257.746184000001,4135.219545,4463.379382,4681.203271,4694.273805,4326.21545,4634.4627789999995,4497.504968,4743.814891,4758.0348159999985,4415.54046,4372.4217549999985
STE20,2009.5865829999998,1824.335957,2914.015385,2439.9213649999997,2245.9161710000008,2299.827413,2256.260295,2462.028267,2393.061513,2301.082402,2431.7873329999998,2549.940125,2279.360123,2170.315725,2313.844756,2196.00408
GRE1,250.1492986,436.0657444,324.7394470000001,250.49270269999997,300.9386708,331.35425719999995,305.9654155,286.9971654,333.8669305,255.5385934,296.7682725,328.97442589999997,336.2339775,347.63476710000015,304.82716919999996,324.6056589
MRPL31,2708.881721,3515.836147,2846.533089,2676.7293879999997,2555.007257,2503.95479,2281.864133,2355.21963,2504.764377,2297.115395,2528.580858,2455.908652,2435.551473,2430.569838,2416.587544,2408.355626
SPC98,361.3427128,335.167359,441.01075819999994,662.6031166,927.5177643,767.0287166,708.4166206,549.6398558999998,517.5578881,562.3011887,580.9267727999999,536.7387025,560.9301153,541.2114955,561.7806522000002,571.6500363
OAR1,307.701284,288.5950898,209.37422080000002,240.5505683,246.32921710000002,269.02466150000004,270.59112180000005,257.120691,241.2343887,205.59050159999998,195.46415119999998,239.51355690000003,218.7622196,230.0518516,224.8656196,229.48120699999998
AMD1,1598.884225,1507.0314449999994,1617.802287,1499.078295,1467.21765,1497.698483,1647.990885,1729.473244,1809.3903070000001,1644.398991,1821.0871559999998,1697.427473,1701.3148019999999,1744.0719190000002,1810.647559,1908.243943
SBH1,9042.886546,8130.842810999998,9773.706508,10819.81563,12316.683420000001,11978.38468,11570.63526,10626.00337,11326.02376,10888.57447,11422.04086,11511.2051,11385.23783,11043.59372,11199.27524,10721.29111
POT1,969.7819403999999,1091.175352,411.1691533,261.11724649999996,189.60108380000003,178.6932154,144.1146821,155.7869369,161.7719747,132.88967820000002,128.0284115,152.89023909999997,136.9605448,147.4772706,128.33217439999999,134.1185207
YLR050C,6596.466679,6878.779723999999,9323.458528000001,10737.214109999999,11079.47537,9971.094623,8150.01553,7494.62008,8502.798398,9150.031527,10007.56036,10441.933359999999,10491.892259999999,10473.311290000001,9465.724455,9102.410159000001
CYC2,814.6500694,877.4666288999997,865.2924413999997,813.5898641,725.9806542,808.0405111,785.4003821,829.9491274000003,819.54794,784.2424294,799.8653861,906.205457,830.7549713,844.5546596,835.0833683999997,767.1605732
COQ10,1562.642691,1734.7131,1430.4242060000001,1183.026947,1277.231949,1517.410597,1772.448956,2024.6758920000002,1989.7901370000002,1844.154682,1838.2365559999998,1841.2943239999997,1890.1977530000001,1827.2855739999998,1861.4759149999998,1897.756777
VIK1,309.3099608,379.7679389,362.4647125,444.97555159999996,743.4780709,863.7320083999997,721.4972138999997,564.9788978999999,546.7143675,631.5665796,584.6208132999999,625.8546018,593.9766546,514.8200853999998,565.7317767999998,561.0413143
STP4,3899.9450060000004,1606.9656289999998,1736.6633350000006,1243.27944,1355.157192,1656.8032759999999,1475.775526,1620.5093960000006,1541.932552,1478.596714,1610.02461,1908.721515,1988.7234859999999,2094.83464,2080.28296,2160.238887
YDR056C,4108.267638,3728.8436100000004,3579.033653,4269.050981,4824.344229,4535.054208,4954.158648,4534.94034,4346.905304,4561.96492,4638.548976,4353.464119,4444.99554,3967.7321490000004,3923.3033909999995,3717.3513390000003
SAL1,813.3711212999997,1023.0935880000001,760.0639366,720.3732504,696.1536123999997,719.8196119,756.8576951,649.4763654,749.561858,635.1901508999998,641.6345795,673.2466615000002,637.686671,654.3812347999999,626.2464315000002,660.7674886
SRB8,387.12401189999997,415.31079280000006,384.34855439999995,338.0441095000001,363.8596128,391.4638633,396.99656180000005,447.3552432,392.17326,363.1312742,358.84794,425.19356150000004,400.43371160000004,415.1807668,405.4732621,406.7029832
STE7,538.7750345,580.7165742000002,517.4170142,469.5307909,454.5598038,499.7159371,528.2957007,514.3783113,530.6611712,526.1636217,515.4250857,522.4159206,514.797247,483.30161050000004,495.68812060000016,480.3814533
YCR024C-B,17735.41875,18628.47491,20696.50632,20683.05277,19415.63469,18564.42962,21173.4077,20423.56133,20232.02581,20507.70481,20180.130390000002,18662.78558,20104.66074,19922.61163,21257.92256,20660.1271
PEP4,23097.15045,24322.970869999997,21492.81985,17970.74925,14864.191669999998,13340.397579999999,12027.11684,13094.58705,14814.475709999999,15982.14367,15466.21138,16221.599690000001,16562.53516,17527.38765,17705.33254,18306.048609999998
DAS2,436.82185080000005,266.78960609999996,517.7160462,669.3406256,689.6153532000003,819.1826654,798.7205982999999,681.3793274,657.8957132,626.3617427999999,612.5147841,593.158228,583.4036067000002,518.1469994,494.7409851,424.0830188
SNF2,1736.200181,2503.781032,1946.182203,2209.251435,2457.987554,2722.055127,2553.070742000001,2330.02828,2665.5165829999996,2657.386107,2724.651849,3273.864828,2787.980986,2790.51017,3104.5597199999997,2911.965348
FOL2,8227.398865000001,7520.838438,7002.6248769999975,7021.211686,7148.854822,6948.970929000001,7182.544491,7264.654433,7333.3775810000025,6906.6770989999995,7273.496792,6746.918495,7067.1272,6938.221106,6905.641509,6798.666539
RAP1,1559.038678,1385.058343,2032.437648,2238.850011,2697.995594,2796.636956,2663.7863,2342.6563260000007,2308.491617,2212.814576,2194.6636399999998,2144.553254,1964.491643,1975.3489129999998,1904.632303,1916.5989829999999
MOB2,963.8003377,812.0603801,990.6954382000001,1178.5666210000004,1034.263218,1079.550869,954.7452069,1064.671617,1016.5330119999999,1122.286716,1100.530416,1179.929417,1021.018399,957.9736803999999,1125.0184550000001,1111.507358
SPF1,10716.44989,10104.04357,11047.15578,11891.044259999999,11540.33949,9809.559572,9983.789082,9937.416034,9809.226099,9725.05869,9869.545294,9505.307391,9678.414455,10207.664209999999,9767.714477,10191.36048
YBR238C,1046.701477,430.9805468,742.153261,856.9352071000003,1088.3592199999996,1224.02943,1164.660125,1028.95783,979.469824,967.9176992,1026.877565,984.6902964999999,986.833658,1121.213669,1008.1520810000001,1047.818788
SEC53,15731.024630000002,14490.636880000002,17406.000030000007,21410.39034,22885.03685,20860.08134,20338.83872,18861.22115,19128.1897,19769.41911,19984.19815,18740.15997,19161.61336,19060.82421,18621.54879,18919.9912
EDC1,991.0016675,1006.072242,760.4025789,750.8574071,719.9501889,902.5457568,830.2600583,852.6797159,762.0416104,766.8375222999997,708.1767915,813.9025730000003,733.927571,729.4145457000003,777.9874455,749.8850988
MRS1,2057.3445030000007,1999.315827,2548.283557,2373.032863,2410.568488,2681.801818,2675.02137,3307.840128000001,3261.0135600000012,2785.05908,2899.4747039999997,3364.1106200000013,3087.577612,3189.835262,2982.1501559999997,2910.494328
SPO13,183.9300525,223.7198082,192.1179805,176.5117514,204.86173119999998,198.7447159,190.02479430000002,173.85369359999999,170.22197590000005,154.2630394,159.992064,191.4039201,178.5919029,201.3494797,185.4268145,189.6917759
YEA6,2582.285128,2770.175178,2348.472414,2225.616546,2661.099655,2957.224136,2773.8521579999997,2995.107768,2603.1996059999997,2370.6856989999997,2395.723576000001,2319.381794000001,2449.1944670000007,2392.681198,2408.263531,2107.394009
ARP2,7848.304478,7612.5458530000005,6539.011636,5718.658466,5119.784062,5362.81027,4921.854421,5643.132607000001,5887.220245,5601.040233,5503.744915,6080.893422,5723.230653000001,5838.8851399999985,5997.397598,5752.161674
DUS3,1155.0095820000001,416.700629,968.5532992000001,1125.615524,1130.530747,1323.91479,1162.996526,1080.206579,1097.6990150000001,1033.099697,1005.3647689999999,1152.455618,935.7835106000001,946.0225719,984.8855586000001,922.9480823999999
YOR192C-C,2713.097565,3523.803055,3555.993536,3790.3372729999996,4150.759555,3830.030751,4107.135805,4032.6226439999996,3744.920404,3642.549697,3939.68794,3723.070812,3990.4486909999996,3678.786692,3927.9996,3856.8679079999997
CHO1,9820.368081999999,13138.65733,11779.76548,10823.158370000001,10747.27764,11189.58388,10745.11765,10748.33387,10905.999459999999,10907.115090000001,10727.23695,10801.56435,11194.88629,11495.33105,11369.55418,11598.50405
MIA40,1901.132057,2552.332518,1570.74279,1390.839126,1341.970172,1324.983654,1223.812158,1417.9276929999999,1778.04327,1818.770959,1911.4950649999998,2246.275286,2012.483909,1945.655513,2237.975306,2118.098153
MKC7,3465.4032549999997,2231.4828350000007,3774.515128,4419.076821,4664.4310049999995,4452.234109,4418.437052,3991.378775,4351.337098,4168.55538,4418.7653759999985,4349.312692,4218.833147,4434.276419,4361.247407,4520.440708
LRS4,745.6916721,797.3595182,827.7096877,766.5594686000003,813.404263,864.451794,852.7545077,827.4254712999997,826.0490155,796.0278246,853.3329776,861.7192002,851.3501746,784.8966280000003,791.6900853999997,750.62771
ARA1,8788.114412,12475.3593,9125.947575,6200.39844,4709.073839,3670.503422,3989.297154,4918.7503689999985,6127.963824,6389.620174000002,6377.941602,6360.873047,6184.730027000001,6382.732712,6876.503895000003,7275.0603379999975
BOI2,1416.169817,1483.232993,1694.784209,1625.724473,2032.043253,2366.050419,2285.252622,1985.682493,1788.351586,1726.6410230000001,1687.8052260000006,1816.5702609999998,1606.9745890000006,1597.0003570000001,1589.06089,1496.027768
RKR1,3637.263938,3413.855985,4810.694884000001,4635.113003,4729.145969,5016.359277000001,5748.131661,5862.120086,5866.5192700000025,5933.825964,6283.208325,6489.295322,6385.911634,6358.0960939999995,6441.708578,6324.684879
PDS5,1009.440875,1119.589127,2520.391462,4809.459135,4230.760372,2834.21285,1831.982205,1634.56283,2319.802626,2375.16129,2338.973273,2424.767007,2598.555742,2461.4338780000007,2546.728431,2433.340647
RSC1,1287.673956,1460.848932,1466.230632,1167.8304130000001,1155.765159,1496.59062,1344.358318,1373.770644,1269.02629,1249.950184,1296.515279,1489.049149,1238.443665,1224.107214,1275.132251,1200.248735
DEP1,941.3036739,1101.651787,826.6584357999999,859.1223225,814.5180786000003,1065.596636,982.1295126,1130.9712880000004,1042.203307,1023.4017550000001,974.0311627999997,1197.789822,1020.9237019999999,1019.640317,1104.470716,1059.754483
PDH1,1433.822408,2092.716882,510.6849699,464.13758909999996,655.5289213,918.5996154,1424.832344,1297.541631,875.6302251,683.8149668,609.8949994,715.3036995,682.6807266,695.5762546,719.2149504,749.8387895
ALE1,2113.060384,1773.299777,1423.098359,1596.101566,1904.728723,1782.8473239999994,1813.6622949999999,1787.994197,1810.132562,1898.483355,1816.526648,1723.218181,1843.207705,1835.9558780000002,1903.8351059999998,1927.134168
NRP1,956.8534056,534.8548967,1405.847442,1469.842364,1506.993275,1570.719983,1541.2399580000001,1478.573885,1335.153373,1346.587877,1450.730821,1411.0127320000001,1303.900477,1214.068708,1263.985891,1198.686882
RMT2,2803.990688,811.4341432,2955.159095,3942.721245,4011.1472,4542.164406,4656.516366,4251.322303,4264.885251,3983.5631590000003,4704.941405,4895.109709,4601.213632,4371.5724759999985,3978.8700689999996,4005.460832
ECM25,1248.703534,1516.976349,1482.584967,1587.2755220000001,1605.0363810000001,1675.3965,1473.79156,1389.149672,1300.1143769999999,1197.553963,1132.55329,1187.128357,1115.7108289999999,1141.7431789999996,1105.001024,1019.2379869999999
VPS3,837.0448594,1069.209353,1054.574235,975.211898,944.9672569,878.0615210000003,989.6667592,943.6560364000001,1039.676157,989.579977,1023.7804890000001,1063.994567,1039.6701269999999,1033.7611650000001,1025.954554,1040.458384
PLM2,131.0824102,201.2413085,234.89193459999998,454.9102476,430.53729519999996,331.2989783000001,257.95103900000004,220.5879279,234.536997,214.27102549999998,211.3311068,232.77971569999997,250.95371400000002,254.191525,258.4741603,257.1265383
ETP1,194.3836143,234.28971869999998,177.4998878,176.3656674,164.7272618,180.4947938,160.6549557,138.54173569999998,174.9899134,191.0064749,188.4161517,166.80215990000005,176.9325669,187.807427,195.5990137,201.5081374
SPO12,3544.348224000001,2455.7108559999997,2025.4060809999999,1640.7563,1455.265988,2066.2228,3196.82108,4007.4825140000003,3826.4536740000003,4039.833982,4041.8925280000003,4302.315924,4126.813885000001,3888.326886,3787.9828509999998,3631.7302549999995
EDC2,5860.354735,5900.778376,3868.7428130000003,3657.2628700000014,4166.336354,4664.556002,3884.3020340000003,5054.339913000002,4430.508107,3750.225336,3976.750153,5040.180915999998,4498.993404,4497.336624000001,4496.444286999998,3995.020131
LEU5,1187.6944839999999,1111.85571,875.8553317,762.6268717,794.466147,774.9055192000003,834.9467579,774.4580627,866.6357101,799.2178576,925.8342335000001,832.1325768999999,828.2404372999997,810.9216159,813.2509431,803.9802261
ULP1,1883.346134,1681.472466,1802.86807,1879.586798,1991.864307,1976.4321100000002,2083.414811,1932.6853370000001,2202.618566,2010.0496489999998,2190.545187,2189.50666,2223.933582,2200.329993,2100.057604,1991.512389
CTS1,5118.198786999998,4011.366417,2965.581515,2572.878976,2091.890467,1362.070735,1064.279212,1624.894149,2999.960662,2724.199756,2740.262682,2873.644484,3421.771152000001,4475.316035,4900.326523,5863.276592
BLI1,575.5027107000002,790.7085767000003,648.9594717,739.4425788,650.6992082,568.5263397000001,562.1353347,609.9304462,597.1243883,612.9705757,602.6398429999998,510.5948198,546.6255147,550.9280149,571.9733787,554.2359717
YHR131C,568.5066476,584.5795487,508.19937630000004,468.1032399,450.63112209999997,473.0558461,458.6625875,512.8162231000001,527.1308123,488.7933533,483.11652130000004,526.7315125,494.75806409999996,470.6419382,487.9565687,484.3843579
ATG36,1237.856258,2154.013585,1271.729071,1179.752572,1291.978791,1150.107577,1066.781573,968.5119135,1023.997353,836.6354911000003,910.5990995999999,963.1264141,923.8754871,976.0029088,888.8481618999997,892.4085587000003
YMR317W,255.56309019999998,370.58047630000004,282.2858783000001,211.31935380000002,266.32256839999997,267.7714247,248.25224730000002,204.384269,175.8983056,169.1307781,184.5419803,198.86900669999997,211.9518377,219.616021,227.52794300000002,193.814723
KGD1,8466.29808,6611.878869,5406.643529,4325.318878,4462.072025,4274.461020000002,4176.461589000001,4568.640457,4518.102757,4458.708294,4510.221679,4726.6987100000015,4352.5630759999995,4716.299864,4642.169709000002,4885.605996
VPS28,1077.548302,1822.162078,1692.9864539999999,1719.672877,1863.3255829999998,1820.5671739999998,1855.1869010000007,1865.0611170000002,1943.718448,1990.268982,2092.308826,1997.984295,2161.4872920000007,2122.87556,2008.0960899999998,1954.621855
YGR130C,1911.3442539999999,3461.1433829999996,1469.749953,1059.330407,989.0659731000001,923.4620651,962.5935362,1351.849851,1525.790461,1564.980186,1517.579655,1733.049232,1458.960789,1395.736024,1644.361793,1543.158952
KNH1,1222.56653,536.3486529,719.2143948,799.705274,853.6694524000003,783.3852356000001,547.7618994,549.2113876,482.92958389999995,486.4568715,523.6481328,569.400342,583.7616937000001,596.4705144,589.7688688,552.0779362000002
ECM2,346.09485,365.8461983,446.517876,396.6170583,440.15214060000005,616.7908247,388.76059889999993,410.161588,433.3403555,412.01410350000003,407.127856,381.9371673,446.0174706,398.6725063,385.8736024,316.09780739999997
EAF6,1808.717382,2339.143821,3067.8729559999997,2658.297596,2538.647866,2362.198133,2442.780543,2603.87018,2320.272022,2599.276098,2688.375643,2424.259959,2632.954545,2528.2622149999997,2520.062284,2478.739584
RGM1,1399.657909,671.6226828,761.3209522000003,668.0906172,777.7561181,902.3892384,508.1059918,462.3788971,488.92007010000003,465.9119956999999,487.3917187,506.44237639999994,488.71759560000004,460.9762631,419.43583820000003,352.9975796
YPL264C,1004.20985,2347.416685,1251.934722,1020.3306349999999,1229.279272,1176.89322,973.0887598999999,889.7789557,906.7714635,761.3820327999997,859.8181837999997,922.8601558,931.1976998,1019.982034,932.1218103,954.1313412000001
YPL199C,3539.023316,2920.3059789999998,3639.523188,4001.511746,3885.019672,3879.27255,4208.492823,4223.178118,4345.988204,4530.939609,4701.885228,4425.049601,4293.165919,4045.241971,4063.378882,3825.1444890000002
TWF1,2819.123848,2966.473923,2249.538166,2004.8130899999999,1832.818866,2039.803827,1991.499543,2280.46875,2359.458704,2268.046152,2166.709014,2282.72926,2402.756331,2443.121489,2582.783975,2587.2979530000002
YLR125W,294.0038772,267.6424748,213.23152940000003,197.25412690000002,206.7882113,234.33607560000002,200.40298769999998,228.1862611,219.51156469999998,205.07316459999998,193.6423276,201.023351,212.28577769999998,214.6762812,199.4299638,183.228221
PUS4,1304.484325,748.6538032000003,1351.66058,1649.482758,1552.198476,1753.033906,1670.227625,1675.854405,1703.540509,1832.551844,1792.084968,2014.758203,1879.28463,1722.35259,1702.749964,1611.550751
YKL063C,2302.8233170000008,2565.3440969999997,3699.0560909999995,4189.2696829999995,4220.939154,3961.075351,4009.584397,4048.3598030000003,4282.426629,4509.531677,4504.852615,4052.7675799999997,4402.564014000001,4025.508134,4003.564039,3857.1259840000002
DOT5,3017.227818,3022.797336,2604.205152,2326.846725,2068.7287969999998,2187.820427,1994.0109850000001,2144.331469,2197.679968,2212.431175,2228.932267,2553.127733,2437.400778,2415.8352640000007,2585.444525,2573.727634
DAM1,1016.978907,1152.774922,1073.665166,1260.0979539999996,1486.105124,1692.5241449999999,1324.133754,1187.3175310000001,1143.9420890000001,1227.4757730000001,1165.4062099999999,1327.8544060000004,1247.652113,1163.8497519999999,1205.303835,1081.032197
PDR8,590.8317397000002,648.7686852,488.3305402,545.7784616,502.05512319999997,391.8272798,453.75348319999995,458.9102649,461.8443342,437.94753629999997,452.1246449,407.0206874,421.0953743,435.36369479999996,394.77501939999996,418.4883659
MNN9,4081.6900119999996,4202.262793,5841.765174,6073.501103000001,6050.8239509999985,6209.538038000002,6080.952491,5563.396702,5764.793708,5821.163357,5837.057073,5732.151604,5588.066438,5501.963433,5498.648097,5438.34132
RPS17B,18707.98294,14007.83278,15139.4389,18409.38978,19106.95574,21699.57821,20280.56197,21162.725469999998,20663.82042,21266.60822,20580.49104,22221.8623,20949.92515,20509.04971,20253.87102,19715.686680000006
OST6,6247.24515,5353.93552,7230.783679000001,8000.787756999999,7669.64163,7611.167676999998,8167.026751,7297.0577,7781.536386,7228.817731999998,7445.476920999998,7018.024248000002,7321.1736,7397.8502180000005,6936.3321049999995,6931.501598000003
TPK3,1295.1007650000001,931.658857,1674.508228,1641.1397259999999,1681.546361,1793.285125,1703.7457949999994,1430.967689,1538.3441699999994,1554.583732,1560.4953380000006,1623.164104,1572.1491019999999,1517.9191720000001,1416.391549,1371.7240359999996
HOM6,20352.95971,21776.19526,21571.781030000002,21039.08185,21149.49195,21058.843569999997,21239.30369,21330.77016,21821.72639,21767.040240000002,21838.3262,21535.14051,22250.50591,22827.41463000001,22070.25084,22127.57566
DBP6,1726.749909,777.3206381,1932.9062370000001,1996.1773309999999,2239.1991989999997,2638.295166,2655.115585,2483.287346,2226.590948,2318.444927,2296.569697,2395.3546469999997,2250.883021,2225.500895,2195.083863,2216.566095
HAL5,2035.238302,2390.095918,1658.660859,1565.644698,1592.351836,1643.2702789999994,1504.521425,1675.000703,1652.0865410000001,1729.777401,1677.452782,1912.957723,1676.3642730000001,1643.905432,1663.823099,1632.814668
YFL012W,252.31110959999998,253.655412,284.5545308,283.9234029,405.7497753,380.7630075,257.2901577,298.4111116,281.7608269,227.11134219999997,251.44254619999998,395.5538767,348.43956410000015,377.1740939,371.0230607,321.6555352
YDL086W,11561.67191,14364.838569999998,14417.00205,13101.07158,12423.89895,12637.30962,12326.77723,12922.78412,13636.4457,13671.274319999999,13753.67555,14731.53338,14632.66867,14762.199530000002,14489.956719999998,14319.695119999995
CWP1,18910.94312,22425.98758,20655.451230000002,16731.5666,16576.83761,17724.12123,16155.53456,16032.3352,17260.650019999994,16916.13727,16753.28562,16901.42071,18243.34973,19515.044159999998,19430.85067,19768.70322
PER33,5477.9580270000015,9770.950831,7469.400001999998,6150.807728,6404.885489,6377.961946,5543.395514,5686.592399,5405.411731,5651.48409,5694.248467,5707.930109000001,5721.2692259999985,5744.421989,4805.6699659999995,5396.3601929999995
AIM4,1037.094642,1189.348808,1099.328602,1198.677619,1370.720434,1582.498335,1532.980209,1664.657214,1565.2147630000006,1542.405665,1641.7065599999999,1720.241632,1682.914,1546.698709,1526.142198,1440.806275
GIM4,3672.569204,3453.606265,4772.593004,5291.2138939999995,5882.0378729999975,5404.668546,5603.285408,5499.912907,5408.177338,5632.524832,5818.446187,5492.048029,5710.029402,5303.988014000001,5129.513003,4519.532935
MSC2,2541.963813,2422.925061,2469.6783179999998,2187.147858,2254.119639,2423.932968,2494.447666,2693.75576,2422.813998,2207.1843559999998,2268.277622,2460.710532,2494.007227,2642.115725,2264.110427,2347.290974
YKL075C,729.3504588,887.4362821000003,989.4960007999999,942.5827971000001,1017.065359,998.1816743999999,972.5283143999999,962.7642193,987.9663467,984.4859130000001,956.6531462000003,996.1211586000001,940.7236642999999,893.8235083999997,884.8646409,903.3306938999999
AIM18,2103.129216,3190.8926739999997,2043.010548,1840.8329489999999,1767.381152,1681.075746,1716.122805,1889.2954940000002,2016.6998640000002,1805.04064,1816.34561,1941.873078,1893.5856010000002,1979.2414030000002,1971.810071,2016.924823
YGL138C,97.91974133,88.42104470000002,81.95679906,82.04590584,85.59695982,92.67893115,81.92607025,93.53780728,91.37404283,81.77814251,78.14368071,92.49128682,91.93274851,95.42551791,83.73447302,91.06511127
EFR3,1688.762212,1544.17255,2085.660121,2171.7687960000007,2217.2667260000007,2108.615852,2422.7083559999996,2514.80714,2483.046807,2560.474404,2692.182996,2470.874323,2494.9997670000002,2412.025575,2312.786916,2380.762718
HOL1,3964.967533,4525.991303,5073.3275969999995,4395.939821,4601.90365,4466.161908,4781.652039000001,4436.8471020000015,4164.360320000002,3881.661518,4269.232667,4225.098798,4432.370276,4520.78145,4384.21485,4415.3999509999985
SSU72,1720.0342859999994,2262.936944,3152.150809,3340.171789,3444.616359000001,3426.665667,3870.365703,3858.504778,4156.084567,4118.1867729999985,4335.65811,4055.087482,4261.55684,4258.5548899999985,4065.5604409999996,3897.325475
PUF2,1148.958114,1966.5217989999999,1193.1179710000001,1081.534391,983.0813742,1149.767619,1105.470617,1440.148175,1336.2112220000001,1259.802957,1178.20861,1283.6519050000004,1166.1432619999996,1154.756119,1134.400815,1123.853667
YLR149C,1041.187782,1912.8846579999997,428.5042376,325.8210198000001,270.9304988,282.20166919999997,298.8647617000001,446.333166,455.61093250000016,380.0996776,364.42603010000005,430.83999270000004,438.2957929,479.63963830000006,512.7657291999999,541.4510972
FSF1,8192.079087,4904.072506,6577.784372,7958.979523,8686.286395000001,9803.191408,9392.748095,8760.677752,8593.791161,7751.897759,8012.07082,9169.429857,8561.909978,9141.963733,9151.890956000001,8766.445744
RIX1,1248.328192,393.8190308,1753.242793,1924.755237,2082.594803,2397.790969,2213.10842,1869.6221329999998,1772.7000269999999,1902.7366600000007,2096.9894329999997,2016.236854,1946.7040809999999,1930.954887,1718.9895940000001,1668.727314
FUN19,1334.911658,2593.7594649999996,897.0005309000003,793.1626695,837.4299788,862.3557953,877.3896401000003,961.5741613,887.3515267000001,803.4682584,792.765542,857.0259643999997,779.2086915,856.5627312999999,925.7283428999999,924.2979936
LPX1,1314.377017,1243.710884,867.8039999,2540.083203,2121.038959,1642.446981,1150.837222,1092.107391,1150.91696,971.4537756000001,918.689769,1088.905885,965.1024319,1026.664977,998.8953826999999,953.6937452
SCY1,625.9001736,673.268803,674.1586033,626.3461117,841.5975152999997,997.1779578,901.0256295,768.9452633,795.7949195,780.3076569,802.1222633,904.0476481000001,795.6753432,774.0609911,795.7814959,828.3422047
MTQ2,1634.246639,2044.819273,2791.150927,2927.2073609999998,3144.591576000001,3488.768228,3570.667739,2891.553074,3067.161909,3050.532578000001,3203.578918,3238.660992,3270.046705,2527.018766,2819.027148,2813.187738
SKY1,2726.254422,2370.462652,2452.409874,2518.929161,2770.82109,2464.863335,2516.940409,2666.667016,2545.931857,2560.750478,2572.801388,2578.937941,2446.738339,2512.0075829999996,2620.2348739999998,2528.405968
MHP1,2658.616831,5302.654575,2137.185158,2237.9565,2005.7532030000002,1882.6308620000002,2163.391759,2394.175494,2505.93343,2370.3148579999997,2467.085765,2726.4549469999997,2338.040966,2469.861139,2709.135498,2678.622638
TRS31,1766.3135989999994,1608.872778,1967.3327199999999,1801.5444289999998,1950.5454260000001,2355.8868199999997,2435.018272,2123.924307,2123.731698,1820.120462,1923.821195,1989.3197690000002,1988.386246,1941.905149,1878.242498,1897.2263870000002
UME6,1117.622529,1455.601183,1341.603222,1366.858001,1511.837595,1794.046282,1424.429169,1319.780935,1233.6542960000004,1199.951574,1219.5947859999999,1479.5002220000001,1244.839598,1208.354703,1209.4301269999999,1154.109247
RPN2,7471.034993000001,8069.976,8388.643764,7121.414414,6949.538206,6709.998554,6770.229315000001,7157.130454000001,7551.279090000001,7537.2058560000005,7661.0402540000005,7647.171629,7554.16059,7509.316143000001,7866.540293000001,7294.754772
NMA2,852.9877729,976.8843186,750.8018844,734.8115924,715.6444207999997,761.7307966,750.5441545,670.1550906,690.5942967,618.0519452999997,652.4785304999998,648.1625447,631.1083635,613.3902726,606.7517686000001,613.7744495000002
