gene_ID,12,24,36,48,60,72,84,96,108,120,132,144,156,168,180,192,204,216,228,240
FOX2,3821.169912,2129.043838,1408.618857,1584.822849,1373.392213,1575.737571,1471.219949,1368.770078,1316.202887,1189.164043,1375.005144,1351.439796,1374.452346,1381.498854,1543.970616,1795.0276600000002,1636.342404,1628.450962,1982.340233,1974.703865
YDL157C,3525.879513000001,5782.356849,8546.473579000001,7915.485570999997,6770.253326000001,6303.247420000002,6520.270598,7533.188731,8269.304521,7668.137006,8001.597673,8169.059525,8032.422073999999,7778.5416019999975,8211.391539,8087.355139,8071.687073,8243.333601,8545.2385,7957.682844
PCL6,1456.576317,1033.491663,1054.00904,1053.651648,1065.768588,1091.394028,1178.93541,1177.026064,1197.146034,1199.71295,1164.511821,1202.275131,1093.864927,1182.830605,1144.26847,1139.799744,1163.121735,1150.721662,1220.043882,1211.473932
PKP2,1310.663261,753.8590835,623.3662239,610.4806982999999,669.1740907999998,720.9692747,874.2264437000001,837.8023109000003,846.4226472000001,861.2402986,948.4492398,950.3526676,882.6102050000003,905.6371794,902.2676878,888.060468,908.4247473,947.8711217,967.9583605,976.2027769
PHO8,3509.978667000001,3504.166467,4049.510633,2781.556805,2360.610448,2307.252623,2608.89622,3005.233366,3004.468044,2701.519733,2832.917852,2940.650652,3038.882035,3041.904774,2976.145012,3180.361271,3044.582136,3180.364548,3331.556325,3083.420205
DAT1,336.9313779,762.0379287000003,826.7123190000003,917.4445326,1068.105289,955.5367907,848.7671938999997,831.8771637,860.6645532,831.6947899,795.0175614,865.349406,761.9796017000001,805.2578079,757.5163478,704.1345385,812.9340669,744.9949585,757.4483701,753.1821139
COA1,4498.346186,4289.337386,4172.184592000001,4510.96486,4034.841269,4654.114279,4872.498786,4504.060004,4581.365381000001,3903.169029,4314.241108,4142.336699,4646.276309000002,3946.682717,4268.447497,4258.984459,3570.152947,4079.161042,4437.150295,4291.812546
YPR003C,1499.31596,848.5144631000003,637.083956,645.1023671,600.9716055,643.5299582,674.5401235,686.6436408,655.4813653,664.2461631,653.4802963999998,662.9600295,658.5693633999998,659.2874168,651.6334951,717.3864855,674.86612,685.2203995,721.2402592999997,706.7916951000003
AIF1,1619.4203289999994,1431.545283,1465.818329,1629.279,1729.687448,1868.552363,1749.520346,1772.6043100000006,1937.667024,1747.644248,1819.411059,1817.786624,1914.694959,1886.378675,1914.040964,1967.967913,1937.411059,1957.271986,1936.023537,1970.338328
