gene_ID	62	78	94	110	126	142	158	174	190	206	222	238	254
FOX2	790.818659477136	802.8414157062559	678.858891018907	713.714572065173	761.5539193923199	774.3943940151379	661.05878982714	798.670762833804	756.2483396366409	912.9909664884419	852.0430756409689	934.282021659362	886.4918862111099
SPCC18.05c	122.61896860273998	127.12267360906999	139.242233459956	136.204532525374	144.401697568463	135.33007920314	130.50197299876498	131.732271279958	134.330512823488	140.825287700752	138.875688827403	132.559399848119	125.320644433022
YDL157C	3962.05656300448	4935.5288532917	5817.56058439561	5845.784535837529	5066.29488778657	4145.507084744129	3606.2299112835103	3486.5525197563898	3514.1692822990303	3836.0661615712797	4029.79595130826	4202.114063718521	4357.56965188887
PCL6	565.623142634922	528.8146687939189	514.139819084936	562.295470656479	569.093285784247	587.8991707403051	588.654348296203	543.675051788246	553.60386914758	528.427225355297	549.5215528824971	509.874577140119	444.81284469397303
PKP2	199.59333749906398	195.172749953969	202.406237246077	230.430861719594	240.589804249804	248.09432543341	261.149029624035	273.831309265988	282.626053458243	283.626673376403	302.075634155924	293.978687367055	305.529564479865
PHO8	1185.82807723709	1346.2903964514999	1951.8461047327899	2089.40149308304	2464.25779048869	3306.47490054896	4129.80017352661	4143.49292203716	4158.67112201697	3695.17221131709	3342.50847605127	3184.68383039049	3405.1807907012
SPAC750.05c  SPAC977.01  SPBC1348.02  SPBPB2B2.19c	122.284666525661	129.587757504393	128.401308440684	137.512713971825	132.33130641967801	125.82824374013501	121.40118765262301	125.731906242087	141.713276806822	126.813649025348	127.839920331749	121.700558362734	125.113016581355
DAT1	1213.65426107173	1155.1025870604599	911.049418125036	935.73798089841	886.318989066846	855.50662619944	825.1941978083149	781.2455225439439	761.80360815755	664.459101612393	659.6228704474211	630.444219917454	629.6006965137079
SPCC830.06	99.3842614242916	94.38249465089329	114.32140485672701	117.211983812637	110.737176292237	105.192473073823	110.28349784721	108.708377793746	104.967913420978	112.86608006956999	112.672131713213	114.831744227522	106.356455019613
COA1	1014.4153903068599	821.133312353013	1128.1069971725801	1153.0252296819901	1252.9130214345598	1173.13701092865	1233.8761222010198	1316.12242976021	1262.2359329762	1339.55926105591	1520.23569846095	1496.34139374476	1510.8033352770499
YPR003C	342.082342274442	313.726823776308	329.39243052063097	258.871799652098	291.216274997661	302.914655486166	287.977727623157	240.019705405424	287.37861843814096	274.085364257254	264.39438454232896	284.385681906337	310.20480077361
AIF1	1692.18377251648	1543.8370157791	1376.27733695638	1413.8871486570001	1477.55275638332	1562.1378213850599	1434.9945268822698	1660.1349878185902	1738.4468652931	1813.31117296974	1680.25807291663	1924.2641800370602	1886.44002474474
YLR154C-H  YLR156C-A  YLR157C-C  YLR159C-A	185.157555497498	234.51278979658198	190.845498026745	161.690787515746	232.771325150718	195.402109439061	201.592169396115	315.173742288467	421.95434902345903	324.04857470104696	395.488989586522	437.417014799202	508.19232494875297
PRP40	1036.78215609469	925.086612306181	800.0383788730791	871.586824307963	966.999423669433	891.130058207386	1151.72490274416	1089.6970878735601	1064.00435017035	941.915461302835	1002.8818356522099	938.1494759312151	946.227872803856
YJL147C	484.741857568781	446.82034636918803	474.6898177338599	469.618111464304	483.586897770804	470.87894483699006	440.437568239721	425.044708791586	369.93553449508596	356.166219610313	378.433988351237	352.96905749331904	342.255737407706
RRI1	162.84557124875602	142.05035052226	174.55025193354598	184.11373130180098	189.002901510546	194.33417091928501	204.525293555883	189.15008503424198	196.221729837369	181.99152164497798	194.821081535522	193.77931919519798	183.221846295083
SPCC895.03c	222.112438854898	235.511124389436	255.325459602082	238.59917461508098	238.25203138100898	248.00329428177503	229.787764183789	246.933147779485	188.55268041283298	249.280878558202	235.921151675251	191.45169408932702	199.287418735646
YNL320W	1310.4169237544	1171.5801971498802	1468.0851306249601	1554.9901160053798	1803.5404929334697	1944.77451891863	2112.63559954514	2273.6059358187304	2271.30637496799	2424.0269944580104	2442.28735044067	2544.67713404499	2582.77480033802
STE20	2867.69161990068	2483.59804489143	2335.53492274342	2325.9179176738603	2377.57927559634	2359.57294754602	2461.60925060799	2375.62353255454	2357.71497865566	2168.1968052274397	2163.01314658458	2191.0429728467398	2107.69039017787
GRE1	418.434334459607	232.145221097697	221.97348993165298	221.426359615445	205.198740174959	195.01537832121997	201.226100026339	200.793585111961	210.68350858762298	241.292734835233	257.503272092095	317.507528206584	313.04322572779097
SPBC11C11.06c	130.848009303647	138.684387850893	146.748351606641	142.189230080059	151.137849027404	139.658052284427	145.95074729674	160.61034760526599	156.372928142396	157.472124653348	154.95609956988199	178.81161138362998	142.813450942938
MRPL31	3449.8386766393	3880.3841888557704	3392.0493889746303	3318.12607364978	3282.19917026004	3194.2100355148805	3143.0151164847	3049.7535131917894	3062.59366936104	3309.31714816986	3498.9438201167	3097.55432954508	3495.0516903374105
SPC98	398.56323639057	613.473034903712	827.78031699709	1069.0437765674199	988.3840957440759	913.049476248137	716.673683464575	674.784490473234	719.611647714497	565.592214929385	511.10360238725195	562.626852993224	572.592297622055
SPBC83.16c	115.11065423935301	124.90819622381399	131.491197717983	128.091841970996	124.88458532192	120.597761300748	120.239590220168	123.904331440662	124.78481916022899	115.05714107383699	126.557144898866	130.869140887437	131.46621156461902
OAR1	347.647568423134	190.210125613247	260.663728199208	230.92527883822498	245.33519701774503	229.30299641822103	189.242160007643	180.00699740156298	173.069601372924	182.588153487875	175.16621680203602	163.595086024092	185.958515529683
